isin_prefix,company_name,nsdl_issuer,match_method,score
INE933Z,Mulanur Renewable Energy Limited,MULANUR RENEWABLE ENERGY LIMITED,exact,100.0
INE935V,Vector Green Prayagraj Solar Private Limited  (Formerly RATTANINDIA SOLAR2 PRIVATE LIMITED),VECTOR GREEN PRAYAGRAJ SOLAR PRIVATE LIMITED,exact,100.0
INE936D,Jamnagar Utilities and Power Private Limited,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,exact,100.0
INE936X,Amrit Cement Limited,AMRIT CEMENT LIMITED,exact,100.0
INE937A,SPML Infra Limited,SPML INFRA LIMITED,exact,100.0
INE939L,Torrent Investments Limited,TORRENT INVESTMENTS LIMITED,exact,100.0
INE939O,Ananth Solar Power Maharashtra Private Limited,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,exact,100.0
INE941D,Sikka Ports & Terminals Limited,SIKKA PORTS & TERMINALS LIMITED,exact,100.0
INE944Y,Jorabat Shillong Expressway Limited,JORABAT SHILLONG EXPRESSWAY LIMITED,exact,100.0
INE946W,IndoSpace AS Industrial Park Private Limited,INDOSPACE AS INDUSTRIAL PARK PRIVATE LIMITED,exact,100.0
INE947P,Graceworks Realty and Leisure Private Limited,GRACEWORKS REALTY & LEISURE PRIVATE LIMITED,exact,100.0
INE949L,AU Small Finance Bank Limited,AU SMALL FINANCE BANK LIMITED,exact,100.0
INE950O,Mahindra Rural Housing Finance Limited,MAHINDRA RURAL HOUSING FINANCE LIMITED,exact,100.0
INE951F,Aditya Birla Sun Life Insurance Company Limited,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,exact,100.0
INE951S,Vena Energy Patan Power Private Limited,VENA ENERGY PATAN POWER PRIVATE LIMITED,exact,100.0
INE953L,Jana Small Finance Bank Limited,JANA SMALL FINANCE BANK LIMITED,exact,100.0
INE956G,Va Tech Wabag Limited,VA TECH WABAG LIMITED,exact,100.0
INE956L,Moneywise Financial Services Private Limited,MONEYWISE FINANCIAL SERVICES PRIVATE LIMITED,exact,100.0
INE957N,Hero Fincorp Limited,HERO FINCORP LIMITED,exact,100.0
INE959P,Suraksha Realty Limited,SURAKSHA REALTY LIMITED,exact,100.0
INE961L,Apeejay Tea Limited,APEEJAY TEA LIMITED,exact,100.0
INE961W,Arvy Logistics Park Private Limited,ARVY LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE964H,SEPC Limited,SEPC LIMITED,exact,100.0
INE967Q,Shubham Housing Development Finance Company Limited,SHUBHAM HOUSING DEVELOPMENT FINANCE COMPANY LIMITED,exact,100.0
INE969G,NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED (formerly National Collateral Management Services Limited),NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED,exact,100.0
INE971T,TALETTUTAYI SOLAR PROJECTS PRIVATE LIMITED,TALETTUTAYI SOLAR PROJECTS PRIVATE LIMITED,exact,100.0
INE972V,Acme Deoghar Solar Power Private Limited,ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,exact,100.0
INE972W,Warora-Kurnool Transmission Limited,WARORA-KURNOOL TRANSMISSION LIMITED,exact,100.0
INE973V,Athena Hisar Solar Power Private Limited(Formerly ACME Hisar Solar Power Private Limited),ATHENA HISAR SOLAR POWER PRIVATE LIMITED,exact,100.0
INE975F,Kotak Mahindra Investments Limited,KOTAK MAHINDRA INVESTMENTS LIMITED,exact,100.0
INE975G,IL&FS Transportation Networks Limited,IL&FS TRANSPORTATION NETWORKS LIMITED,exact,100.0
INE975R,Flash Electronics (India) Private Limited,FLASH ELECTRONICS (INDIA) PRIVATE LIMITED,exact,100.0
INE976I,Tata Capital Limited,TATA CAPITAL LIMITED,exact,100.0
INE976Y,SHREM AIRPORT HOTELS PRIVATE LIMITED,SHREM AIRPORT HOTELS PRIVATE LIMITED,exact,100.0
INE982N,Hkr Roadways Limited,HKR ROADWAYS LIMITED,exact,100.0
INE982X,Satya MicroCapital Ltd.,SATYA MICROCAPITAL LIMITED,exact,100.0
INE984M,GMR Hospitality and Retail Limited,GMR HOSPITALITY AND RETAIL LIMITED,exact,100.0
INE984V,Athena Karnal Solar Power Private Limited(Formerly ACME Karnal Solar Power Private Limited),ATHENA KARNAL SOLAR POWER PRIVATE LIMITED,exact,100.0
INE984Y,Infraschool Services Tumkur Private Limited,INFRASCHOOL SERVICES TUMKUR PRIVATE LIMITED,exact,100.0
INE985Y,Infraschool Services Korba Private Limited,INFRASCHOOL SERVICES KORBA PRIVATE LIMITED,exact,100.0
INE986T,Magnet Buildtech Private Limited,MAGNET BUILDTECH PRIVATE LIMITED,exact,100.0
INE986V,Atria Wind Power (Savarakundla) Private Limited,ATRIA WIND POWER (SAVARAKUNDLA) PRIVATE LIMITED,exact,100.0
INE986Y,Infraschool Services Kadiri Private Limited,INFRASCHOOL SERVICES KADIRI PRIVATE LIMITED,exact,100.0
INE987Y,Infraschool Services Chintamani Private Limited,INFRASCHOOL SERVICES CHINTAMANI PRIVATE LIMITED,exact,100.0
INE988E,Ramkrishna Casting Solutions Limited,RAMKRISHNA CASTING SOLUTIONS LIMITED,exact,100.0
INE993W,Parasakti Cement Industries Limited,PARASAKTI CEMENT INDUSTRIES LIMITED,exact,100.0
INE994K,Kumar Sinew Developers Private Limited,KUMAR SINEW DEVELOPERS PRIVATE LIMITED,exact,100.0
INE996U,Si Creva Capital Services Private Limited,SI CREVA CAPITAL SERVICES PRIVATE LIMITED,exact,100.0
INE997V,Vector Green Surya Urja Private Limited,VECTOR GREEN SURYA URJA PRIVATE  LIMITED,exact,100.0
INE998V,Vector Green Sunshine Private Limited,VECTOR GREEN SUNSHINE PRIVATE LIMITED,exact,100.0
INE998W,Ikshita Logistics Park Private Limited,IKSHITA LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE998Y,Berar Finance Limited,BERAR FINANCE LIMITED,exact,100.0
